meterName,meterNo,dateTime,importActiveEnergyT,currentA,currentB,currentC,voltageL12,voltageL23,voltageL31,voltageA,voltageB,voltageC,activePowerT,activePowerA,activePowerB,activePowerC,powerFactorA,powerFactorB,powerFactorC,powerFactorT
SSB-E5,2,2025-05-30 00:00:00,7724.589,2.177,0.691,1.341,424.277,425.813,430.244,245.285,244.997,247.726,0.764,0.351,0.083,0.151,-0.177,-0.499,-0.686,nan
SSB-5,1,2025-05-30 00:00:00,135.189,0.031,1.421,0.008,422.923,425.511,427.515,245.500,244.273,248.000,0.582,0.064,0.203,0.315,0.768,0.586,0.728,nan
SSB-2,1,2025-05-30 00:00:00,3665.655,8.807,2.300,2.027,422.527,422.514,428.022,244.737,244.093,247.360,3.039,2.028,0.552,0.458,0.941,0.983,0.914,nan
SSB-2,1,2025-05-30 00:30:00,3666.826,0.874,2.445,1.614,420.571,419.383,426.027,243.377,242.316,245.615,1.098,0.181,0.579,0.338,-0.850,0.977,-0.852,nan
SSB-E2,2,2025-05-30 00:30:00,21250.358,1.618,4.696,0.578,420.342,421.914,423.923,243.690,242.724,245.627,1.909,0.297,0.143,0.096,-0.750,0.952,0.673,nan
SSB-5,1,2025-05-30 00:30:00,135.197,0.031,1.426,0.008,423.865,425.929,430.257,246.054,244.824,248.220,0.016,0.007,0.204,0.312,0.914,0.964,-0.839,nan
SSB-E5,2,2025-05-30 00:30:00,7724.753,2.025,0.517,1.222,423.900,426.074,430.743,246.501,245.319,247.972,0.752,0.049,0.081,0.131,-0.177,-0.747,-0.682,nan
DB-6,4,2025-05-30 00:30:00,737.042,0.815,0.000,1.240,423.663,425.730,430.172,245.893,244.628,248.258,0.359,0.182,0.000,0.177,0.907,0.000,0.576,nan
SSB-EG,2,2025-05-30 00:30:00,1630.597,nan,2.351,nan,nan,421.960,nan,nan,nan,245.933,nan,3.146,nan,0.728,nan,0.879,nan,nan
SSB-G,1,2025-05-30 00:30:00,9139.769,2.555,0.557,0.288,420.679,422.713,424.000,243.854,242.857,245.747,0.578,0.430,0.109,0.039,0.690,-0.804,-0.547,nan
MSB-1,57,2025-05-30 00:30:00,14478421.600,0.310,0.339,0.202,419.920,421.580,424.060,244.600,243.500,246.040,0.200,0.073,0.082,0.045,-0.968,-0.987,-0.903,-0.961
DB-E6,3,2025-05-30 00:30:00,8719.030,1.519,1.180,1.231,424.115,426.107,430.441,246.197,245.198,248.012,0.362,0.190,0.100,0.072,-0.527,-0.346,-0.236,nan
MSB-1,57,2025-05-30 01:00:00,14478446.200,0.371,0.352,0.208,420.480,422.180,424.960,245.020,243.860,246.500,0.221,0.089,0.085,0.046,-0.985,-0.990,-0.902,-0.970
SSB-EG,2,2025-05-30 01:00:00,36599.424,nan,nan,2.979,nan,nan,nan,244.655,nan,nan,nan,nan,2.932,nan,-0.988,nan,0.965,nan
SSB-G,1,2025-05-30 01:00:00,9140.062,2.585,0.557,0.292,423.249,425.505,426.475,245.311,244.610,247.424,0.579,0.430,0.109,0.040,0.678,-0.803,-0.550,nan
SSB-5,1,2025-05-30 01:00:00,135.206,0.336,0.036,1.509,426.839,427.282,431.299,246.633,245.911,248.988,0.583,0.017,0.205,0.315,0.979,0.578,0.789,nan
SSB-E2,2,2025-05-30 01:00:00,21251.340,2.905,4.785,2.194,421.528,426.745,427.592,244.607,244.303,247.471,2.262,0.623,1.119,0.520,0.813,0.810,0.959,nan
SSB-2,1,2025-05-30 01:00:00,3667.950,8.832,2.268,1.768,423.591,422.583,428.234,244.426,244.270,247.356,2.944,2.022,0.534,0.389,0.936,0.964,0.888,nan
SSB-2,1,2025-05-30 01:30:00,3669.021,8.658,1.907,1.782,421.403,420.469,426.593,243.529,242.542,246.946,2.814,1.984,0.439,0.391,0.941,0.950,-0.888,nan
SSB-5,1,2025-05-30 01:30:00,13565.860,0.031,0.026,nan,425.728,428.190,430.256,246.892,246.077,249.454,0.013,0.007,0.205,0.315,0.713,0.581,0.736,nan
SSB-G,1,2025-05-30 01:30:00,9140.312,2.573,0.474,0.286,421.528,423.932,425.164,244.502,243.304,246.642,0.549,0.430,0.078,0.041,0.684,-0.676,-0.579,nan
SSB-EG,2,2025-05-30 01:30:00,36603.844,nan,nan,nan,421.515,nan,427.434,nan,nan,nan,nan,5.568,0.243,nan,nan,0.997,nan,nan
MSB-1,57,2025-05-30 01:30:00,14478471.200,0.355,0.335,0.201,421.120,423.240,425.580,245.300,244.380,247.020,0.210,0.086,0.080,0.044,-0.985,-0.981,-0.899,-0.963
SSB-2,1,2025-05-30 02:00:00,3670.019,0.864,1.924,1.783,421.390,420.601,426.662,244.124,242.616,246.761,1.009,0.178,0.444,0.388,-0.842,0.951,-0.882,nan
MSB-1,57,2025-05-30 02:00:00,14478495.800,0.311,0.329,0.201,423.020,425.060,427.360,246.420,245.420,248.040,0.198,0.074,0.080,0.045,-0.967,-0.985,-0.895,-0.959
SSB-G,1,2025-05-30 02:00:00,9140.605,2.819,0.323,0.215,422.298,423.979,425.219,244.684,243.519,246.656,0.553,0.520,0.000,0.033,0.754,0.000,-0.620,nan
DB-6,4,2025-05-30 02:00:00,737.581,0.817,0.000,1.228,426.872,428.671,433.123,247.804,246.371,249.857,0.361,0.183,0.000,0.178,0.904,0.000,0.579,nan
DB-E6,3,2025-05-30 02:00:00,8719.716,1.791,3.107,1.235,427.391,429.180,433.520,248.149,246.978,249.722,0.807,0.226,0.509,0.072,-0.530,0.678,-0.234,nan
SSB-E5,2,2025-05-30 02:00:00,7725.200,1.126,0.671,1.103,426.269,429.289,432.884,248.509,247.100,249.763,0.239,0.049,0.093,0.309,-0.184,-0.751,-0.674,nan
SSB-5,1,2025-05-30 02:00:00,13566.147,0.031,0.026,1.503,427.160,429.074,431.380,248.241,246.842,250.203,0.586,0.064,0.206,0.317,0.906,0.777,-0.843,nan
SSB-3,5,2025-05-30 02:30:00,10867.933,2.027,0.000,1.426,420.103,422.976,426.337,243.746,243.051,246.893,0.495,0.301,0.000,0.194,-0.609,0.000,0.552,nan
SSB-2A,4,2025-05-30 02:30:00,6283.094,1.794,68.268,35.864,421.059,423.990,426.530,243.598,242.628,246.607,0.588,7.249,16.619,0.128,-0.941,-0.994,-0.992,nan
SSB-2,1,2025-05-30 02:30:00,3671.043,8.653,1.891,1.875,421.287,420.816,426.690,243.582,243.006,246.901,2.833,1.984,0.434,0.415,0.941,0.944,0.897,nan
SSB-G,1,2025-05-30 02:30:00,9140.701,2.477,0.319,0.000,421.623,424.269,425.335,244.515,243.614,246.625,0.413,0.413,0.000,0.000,0.681,0.000,0.000,nan
SSB-E2A,3,2025-05-30 02:30:00,15350.878,1.160,14.253,2.413,420.837,423.725,425.084,244.194,243.845,246.659,5.393,1.448,0.000,0.000,-0.976,0.975,0.000,nan
SSB-EG,2,2025-05-30 02:30:00,10448.414,nan,6.923,nan,420.588,nan,nan,243.709,243.339,nan,7.733,nan,nan,0.479,nan,nan,nan,nan
SSB-E2,2,2025-05-30 02:30:00,7067.126,1.736,1.255,2.051,419.971,424.501,426.004,243.745,243.083,246.539,0.926,0.264,0.180,0.483,-0.652,0.647,0.650,nan
MSB-1,57,2025-05-30 02:30:00,14478520.800,0.343,0.340,0.198,422.980,424.980,427.200,246.320,245.460,247.980,0.209,0.083,0.082,0.044,-0.984,-0.986,-0.897,-0.966
SSB-5,1,2025-05-30 02:30:00,13566.435,0.300,0.019,0.008,428.422,430.958,432.585,248.597,247.528,250.821,0.575,0.017,0.004,0.315,0.721,0.822,0.756,nan
DB-M,3,2025-05-30 02:30:00,18826.994,nan,nan,nan,nan,423.438,nan,244.174,nan,nan,nan,0.388,nan,nan,-0.786,nan,0.694,nan
SSB-2-1,9,2025-05-30 02:30:00,342727.584,0.000,0.000,0.000,421.616,423.700,428.288,244.825,243.680,246.822,0.000,0.000,0.000,0.000,0.000,0.000,0.000,nan
SSB-2A-1,10,2025-05-30 02:30:00,428770.816,1.452,1.324,1.586,421.647,423.930,428.434,244.812,243.748,247.003,0.088,0.088,0.000,0.000,-0.248,0.000,0.000,nan
SSB-2,1,2025-05-30 03:00:00,3672.003,0.768,1.932,1.610,422.832,421.801,427.999,244.430,243.411,246.979,0.950,0.162,0.447,0.341,-0.863,0.950,-0.858,nan
SSB-E2,2,2025-05-30 03:00:00,21254.262,1.504,1.228,2.050,420.764,425.540,426.607,244.918,243.885,246.785,0.880,0.234,0.164,0.094,-0.729,-0.570,0.955,nan
SSB-5,1,2025-05-30 03:00:00,13566.722,0.324,0.019,0.008,425.262,424.998,429.497,246.014,244.516,247.664,0.579,0.062,0.004,0.002,0.806,0.581,0.781,nan
SSB-E5,2,2025-05-30 03:00:00,1945.907,1.117,3.782,1.835,423.010,426.626,429.650,246.455,245.138,248.043,1.096,0.059,0.094,0.303,-0.208,-0.730,-0.666,nan
DB-E6,3,2025-05-30 03:00:00,8720.192,1.749,3.068,1.228,424.448,425.963,430.237,246.294,245.263,247.845,0.817,0.223,0.523,0.071,-0.503,0.695,-0.233,nan
SSB-E2A,3,2025-05-30 03:00:00,15351.053,3.171,14.248,0.000,422.000,424.125,425.805,245.094,244.144,246.772,4.674,0.340,0.000,0.553,-0.926,0.975,0.000,nan
SSB-G,1,2025-05-30 03:00:00,9140.912,2.456,0.320,0.000,422.267,424.820,425.450,244.997,243.921,246.898,0.403,0.403,0.000,0.000,0.670,0.000,0.000,nan
SSB-EG,2,2025-05-30 03:00:00,36616.548,nan,13.244,nan,421.444,nan,428.222,nan,243.658,nan,9.762,nan,3.648,nan,nan,0.996,nan,nan
DB-M,3,2025-05-30 03:00:00,18827.366,nan,1.015,nan,nan,423.543,nan,244.521,243.402,nan,0.754,nan,nan,nan,nan,nan,0.693,nan
MSB-1,57,2025-05-30 03:00:00,14478545.400,0.352,0.334,0.203,423.640,425.140,427.360,246.500,245.540,247.860,0.211,0.085,0.081,0.045,-0.978,-0.987,-0.887,-0.961
DB-6,4,2025-05-30 03:00:00,737.942,0.815,0.000,1.238,424.091,425.672,430.000,246.057,244.811,248.023,0.363,0.182,0.000,0.174,0.909,0.000,0.566,nan
SSB-2,1,2025-05-30 03:30:00,3672.981,8.667,1.898,2.231,423.099,422.747,428.889,244.612,243.670,247.846,2.923,1.983,0.436,0.504,0.935,0.942,0.912,nan
MSB-1,57,2025-05-30 03:30:00,14478570.400,0.356,0.338,0.200,423.660,425.180,427.180,246.500,245.760,247.980,0.213,0.086,0.082,0.044,-0.985,-0.990,-0.896,-0.969
SSB-EG,2,2025-05-30 03:30:00,10448.612,23.155,nan,nan,422.351,nan,429.404,nan,244.133,nan,8.668,nan,2.587,0.472,nan,0.912,0.985,nan
SSB-G,1,2025-05-30 03:30:00,9141.082,2.478,0.323,0.000,423.706,426.002,426.727,245.589,244.464,247.629,0.409,0.409,0.000,0.000,0.672,0.000,0.000,nan
DB-6,4,2025-05-30 03:30:00,738.122,0.815,0.000,1.233,423.845,425.575,429.788,245.889,244.747,247.937,0.359,0.182,0.000,0.177,0.908,0.000,0.578,nan
DB-E6,3,2025-05-30 03:30:00,8720.446,1.576,2.977,1.225,424.343,425.968,430.090,246.199,245.235,247.809,0.780,0.202,0.505,0.073,-0.521,0.676,-0.239,nan
SSB-E5,2,2025-05-30 03:30:00,7725.645,2.004,3.780,0.805,424.728,426.055,430.614,246.618,245.406,248.104,1.024,0.060,0.915,0.050,0.715,-0.753,-0.672,nan
SSB-5,1,2025-05-30 03:30:00,13567.008,0.031,0.019,1.498,424.142,425.668,428.059,246.340,245.010,248.150,0.569,0.052,0.004,0.001,0.716,0.833,0.754,nan
SSB-E2,2,2025-05-30 03:30:00,21254.712,1.261,1.244,0.571,422.371,426.352,427.890,245.481,244.378,247.545,0.448,0.214,0.177,0.484,-0.606,-0.522,0.953,nan
SSB-E2,2,2025-05-30 04:00:00,21255.162,1.460,1.199,2.058,424.693,426.577,429.931,246.741,245.486,248.830,0.858,0.215,0.157,0.095,0.730,-0.544,0.950,nan
SSB-G,1,2025-05-30 04:00:00,9141.292,2.488,0.319,0.000,425.303,427.930,429.180,246.815,245.586,248.982,0.408,0.408,0.000,0.000,0.665,0.000,0.000,nan
SSB-2,1,2025-05-30 04:00:00,3673.990,0.771,1.948,1.611,425.106,423.920,429.979,246.141,244.976,249.022,0.958,0.164,0.451,0.343,-0.866,0.945,-0.855,nan
MSB-1,57,2025-05-30 04:00:00,14478595.100,0.325,0.328,0.198,423.980,425.800,427.640,246.720,246.040,248.260,0.201,0.078,0.079,0.044,-0.973,-0.982,-0.892,-0.959
SSB-G,1,2025-05-30 04:30:00,9141.473,1.239,0.323,0.000,427.171,429.517,430.527,247.569,246.526,249.746,0.259,0.259,0.000,0.000,0.845,0.000,0.000,nan
MSB-1,57,2025-05-30 04:30:00,14478621.700,0.327,0.338,0.202,425.560,427.180,429.160,247.640,246.880,249.100,0.208,0.080,0.083,0.046,-0.982,-0.992,-0.914,-0.971
SSB-5,1,2025-05-30 04:30:00,13567.575,0.068,0.020,1.505,419.940,420.716,424.881,242.991,242.325,245.170,0.022,0.051,0.203,0.308,0.982,0.805,-0.834,nan
SSB-E2A,3,2025-05-30 04:30:00,15351.623,1.177,14.279,2.375,427.206,429.967,431.534,247.710,246.971,250.142,0.283,1.158,3.411,0.000,-0.971,0.969,-0.931,nan
SSB-E2,2,2025-05-30 04:30:00,21255.704,1.464,1.249,0.570,426.673,430.334,432.400,247.813,246.114,250.371,0.954,0.292,0.173,0.490,-0.821,-0.516,0.947,nan
SSB-2,1,2025-05-30 04:30:00,3675.089,8.781,1.922,1.648,426.965,425.818,432.441,246.949,245.982,250.383,2.815,2.015,0.442,0.357,0.929,0.936,-0.866,nan
SSB-2,1,2025-05-30 05:00:00,3676.030,8.632,1.888,1.901,421.215,421.157,427.401,243.624,242.845,246.907,2.842,1.981,0.434,0.428,0.942,0.946,0.912,nan
SSB-EG,2,2025-05-30 05:00:00,36633.524,nan,19.318,nan,nan,423.184,427.679,nan,242.966,nan,8.952,nan,2.900,nan,-0.988,nan,0.985,nan
SSB-G,1,2025-05-30 05:00:00,9141.672,2.596,0.316,0.000,421.599,423.617,425.133,244.570,243.499,246.603,0.435,0.435,0.000,0.000,0.684,0.000,0.000,nan
MSB-1,57,2025-05-30 05:00:00,14478647.800,0.369,0.335,0.219,420.460,422.180,423.760,244.500,244.080,245.980,0.219,0.089,0.081,0.049,-0.992,-0.985,-0.910,-0.971
MSB-1,57,2025-05-30 05:30:00,14478675.900,0.415,0.381,0.249,420.320,421.800,423.880,244.600,243.820,245.960,0.250,0.101,0.092,0.057,-0.992,-0.991,-0.937,-0.979
SSB-G,1,2025-05-30 05:30:00,9141.794,1.264,0.317,0.000,422.969,425.357,426.093,245.290,244.064,247.238,0.267,0.267,0.000,0.000,0.861,0.000,0.000,nan
SSB-2,1,2025-05-30 05:30:00,3676.943,1.771,1.920,1.615,422.436,421.668,428.273,244.712,242.902,247.615,1.208,0.422,0.444,0.342,-0.973,0.952,-0.855,nan
SSB-5,1,2025-05-30 06:00:00,13568.420,0.031,0.019,1.514,418.482,419.143,422.685,241.946,240.903,243.947,0.573,0.007,0.004,0.310,0.765,0.596,0.746,nan
SSB-E2,2,2025-05-30 06:00:00,21257.148,0.638,0.929,2.052,421.787,426.023,427.747,244.822,244.191,247.299,0.898,0.244,0.163,0.090,0.812,-0.560,0.955,nan
SSB-2,1,2025-05-30 06:00:00,3677.941,8.598,1.904,1.873,423.033,422.141,428.234,244.639,244.083,247.369,2.818,1.966,0.438,0.415,0.935,0.942,0.895,nan
SSB-E2A,3,2025-05-30 06:00:00,33588.420,3.638,14.220,0.000,423.641,425.514,427.269,245.777,244.835,247.427,4.790,0.344,0.000,0.554,-0.943,0.974,-0.936,nan
SSB-2A,4,2025-05-30 06:00:00,4082.724,30.155,0.742,0.809,421.619,424.654,428.637,245.636,243.647,247.729,0.516,0.336,16.627,8.638,-0.816,-0.273,nan,nan
SSB-3,5,2025-05-30 06:00:00,10869.982,2.037,0.125,1.855,422.171,424.546,428.488,244.920,243.966,247.872,0.595,0.306,0.025,0.264,-0.612,0.773,0.575,nan
SSB-E5,2,2025-05-30 06:00:00,7726.381,1.942,0.510,1.190,417.996,419.156,423.195,241.526,241.549,243.581,0.740,0.048,0.081,0.131,0.707,-0.658,-0.423,nan
SSB-2A-1,10,2025-05-30 06:00:00,428770.816,1.465,1.330,1.609,423.686,426.049,430.516,246.127,244.979,248.060,0.092,0.092,0.000,0.000,-0.256,0.000,0.000,nan
DB-6,4,2025-05-30 06:00:00,739.012,0.811,0.000,1.253,417.079,418.476,422.553,241.864,240.806,243.721,0.355,0.180,0.000,0.176,0.916,0.000,0.576,nan
SSB-G,1,2025-05-30 06:00:00,9141.981,2.639,0.322,0.000,423.532,425.802,426.404,245.507,244.466,247.310,0.447,0.447,0.000,0.000,0.689,0.000,0.000,nan
MSB-1,57,2025-05-30 06:00:00,14478718.400,0.640,0.645,0.469,419.200,420.220,422.440,243.920,243.000,245.060,0.417,0.152,0.153,0.111,0.983,0.989,0.985,0.986
SSB-2-1,9,2025-05-30 06:00:00,342727.584,0.000,0.000,0.000,423.661,425.809,430.264,246.110,244.934,247.827,0.000,0.000,0.000,0.000,0.000,0.000,0.000,nan
DB-E6,3,2025-05-30 06:00:00,8721.604,1.805,1.155,1.216,417.553,418.997,422.955,242.179,241.361,243.651,0.393,0.226,0.096,0.070,-0.517,-0.346,-0.237,nan
SSB-2,1,2025-05-30 06:30:00,3678.963,8.670,1.898,1.885,423.388,422.907,428.732,244.964,243.818,247.823,2.853,1.991,0.436,0.426,0.938,0.943,0.911,nan
SSB-3,5,2025-05-30 06:30:00,10870.261,2.033,0.116,1.876,421.655,423.565,428.203,245.083,243.243,247.484,0.597,0.299,0.026,0.272,-0.600,0.866,0.585,nan
SSB-E2A,3,2025-05-30 06:30:00,15352.317,1.404,14.190,2.381,423.590,424.620,426.815,245.564,244.651,247.669,5.099,1.153,3.375,0.557,-0.962,0.000,0.000,nan
SSB-2A,4,2025-05-30 06:30:00,6285.308,1.671,68.194,35.904,422.405,425.294,426.950,245.097,244.242,247.407,32.784,7.282,0.049,0.095,nan,-0.998,-0.991,nan
SSB-E2,2,2025-05-30 06:30:00,21257.630,1.515,1.314,0.569,422.328,426.281,427.216,245.620,244.509,247.555,0.953,0.274,0.169,0.093,-0.713,-0.578,0.959,nan
SSB-G,1,2025-05-30 06:30:00,9142.191,2.632,0.321,0.000,423.908,425.663,427.221,245.738,244.565,247.556,0.443,0.443,0.000,0.000,0.685,0.000,0.000,nan
MSB-1,57,2025-05-30 06:30:00,14478770.100,0.694,0.742,0.526,416.360,418.180,419.860,242.320,241.600,243.840,0.467,0.165,0.177,0.125,0.982,0.984,-0.977,0.983
SSB-2-1,9,2025-05-30 06:30:00,342727.584,0.000,0.000,0.000,423.181,424.809,429.585,245.797,244.298,247.530,0.000,0.000,0.000,0.000,0.000,0.000,0.000,nan
SSB-2A-1,10,2025-05-30 06:30:00,428770.816,1.461,1.324,1.602,423.193,424.981,429.720,245.775,244.331,247.695,0.089,0.089,0.000,0.000,-0.248,0.000,0.000,nan
SSB-EG,2,2025-05-30 06:30:00,36645.468,nan,nan,nan,nan,424.635,nan,nan,243.791,nan,nan,nan,nan,0.453,nan,nan,0.985,nan
MSB-1,57,2025-05-30 07:00:00,14478822.700,0.562,0.525,0.352,415.900,417.340,419.300,241.960,241.300,243.320,0.342,0.134,0.125,0.083,-0.987,-0.988,-0.967,-0.984
SSB-G,1,2025-05-30 07:00:00,9142.358,2.640,0.319,0.000,423.201,425.151,426.286,245.559,244.160,247.419,0.446,0.446,0.000,0.000,0.688,0.000,0.000,nan
SSB-E2A,3,2025-05-30 07:00:00,33593.368,4.281,14.165,0.000,423.122,425.015,426.710,245.317,244.456,247.407,4.934,1.002,3.366,0.000,-0.971,0.974,-0.931,nan
SSB-E2,2,2025-05-30 07:00:00,21258.104,1.227,0.966,0.567,421.266,425.549,426.955,245.435,243.028,247.688,0.881,0.204,0.168,0.509,-0.681,-0.547,0.960,nan
SSB-2,1,2025-05-30 07:00:00,3679.865,0.764,1.928,2.025,422.451,420.926,428.137,245.170,242.900,247.773,1.067,0.161,0.446,0.459,-0.862,0.952,0.915,nan
SSB-2,1,2025-05-30 07:30:00,3680.785,0.772,1.931,1.600,424.011,422.895,428.997,245.693,243.664,248.399,0.954,0.165,0.447,0.342,-0.869,0.951,-0.860,nan
SSB-E2,2,2025-05-30 07:30:00,7069.348,0.651,1.266,2.151,423.177,425.750,428.149,246.123,244.904,248.453,0.371,0.285,0.185,0.091,0.812,-0.540,0.959,nan
SSB-E2A,3,2025-05-30 07:30:00,33595.916,1.167,0.206,2.367,424.369,425.759,427.758,246.249,245.229,247.927,5.040,1.108,3.382,0.567,-0.960,0.000,0.000,nan
SSB-5,1,2025-05-30 07:30:00,135.316,0.080,3.903,1.647,418.272,418.670,422.055,242.017,241.013,243.718,0.026,0.071,0.695,0.322,0.979,0.830,-0.780,nan
DB-M,3,2025-05-30 07:30:00,18830.798,nan,nan,nan,nan,425.136,nan,nan,nan,nan,nan,0.375,nan,0.187,nan,nan,nan,nan
MSB-1,57,2025-05-30 07:30:00,14478869.100,0.550,0.565,0.355,413.240,414.500,416.800,240.440,239.620,241.840,0.343,0.130,0.132,0.082,-0.986,-0.991,-0.963,-0.983
SSB-G,1,2025-05-30 07:30:00,9142.566,2.654,0.322,0.000,424.546,426.965,428.241,246.204,244.911,248.106,0.449,0.449,0.000,0.000,0.687,0.000,0.000,nan
MSB-1,57,2025-05-30 08:00:00,14478908.100,0.594,0.620,0.420,411.180,412.960,415.160,239.360,238.520,241.060,0.381,0.139,0.146,0.096,-0.980,-0.985,-0.953,-0.976
SSB-G,1,2025-05-30 08:00:00,9142.724,1.293,0.309,0.000,424.902,427.217,428.870,246.632,245.517,248.317,0.253,0.253,0.000,0.000,0.793,0.000,0.000,nan
SSB-2,1,2025-05-30 08:00:00,3681.751,8.586,1.912,1.637,424.914,424.583,430.295,245.855,245.077,248.473,2.761,1.965,0.441,0.355,0.931,0.940,-0.874,nan
MSB-1,57,2025-05-30 08:30:00,14478948.100,0.543,0.523,0.309,417.760,419.120,421.840,243.260,242.260,244.700,0.329,0.131,0.126,0.073,-0.991,-0.992,-0.960,-0.984
DB-M,3,2025-05-30 08:30:00,18831.562,nan,nan,1.081,nan,427.377,nan,246.626,nan,248.745,0.775,nan,nan,0.185,nan,nan,nan,nan
SSB-G,1,2025-05-30 08:30:00,9142.875,2.506,0.317,0.000,425.895,427.323,428.730,246.820,245.701,248.643,0.415,0.415,0.000,0.000,0.671,0.000,0.000,nan
SSB-5,1,2025-05-30 08:30:00,13572.543,0.461,24.309,1.854,411.663,411.954,415.559,238.177,236.809,240.493,6.067,0.094,5.637,0.336,0.809,0.883,0.744,nan
SSB-2,1,2025-05-30 08:30:00,3682.718,8.640,1.918,1.774,425.441,424.071,430.688,246.094,244.854,248.792,2.824,1.984,0.441,0.399,0.933,0.939,-0.904,nan
SSB-2A,4,2025-05-30 09:00:00,6286.722,nan,68.141,34.756,424.243,426.835,429.299,246.072,243.975,248.235,0.595,0.417,16.609,8.525,-0.946,-0.250,nan,nan
SSB-E2,2,2025-05-30 09:00:00,21259.958,1.136,0.960,2.149,423.277,427.710,428.977,246.256,245.129,248.254,0.446,0.556,0.175,0.510,-0.861,-0.565,0.957,nan
SSB-2,1,2025-05-30 09:00:00,3683.593,0.771,1.943,4.288,424.565,423.664,429.352,245.850,244.376,248.133,1.593,0.165,0.451,0.978,-0.869,0.949,0.919,nan
SSB-3,5,2025-05-30 09:00:00,10871.750,2.011,0.142,1.865,424.054,426.055,429.373,246.150,244.489,248.486,0.677,0.305,0.027,0.345,-0.616,0.835,0.744,nan
SSB-E2A,3,2025-05-30 09:00:00,33603.240,4.769,14.070,2.430,424.828,426.214,429.824,246.487,244.895,247.933,5.042,1.128,3.347,0.554,-0.961,0.000,0.000,nan
SSB-2-1,9,2025-05-30 09:00:00,342727.584,0.000,0.000,0.000,426.068,427.606,432.079,247.380,246.108,248.858,0.000,0.000,0.000,0.000,0.000,0.000,0.000,nan
SSB-2A-1,10,2025-05-30 09:00:00,428770.816,1.463,1.331,1.608,425.980,427.690,432.074,247.300,246.099,248.934,0.096,0.096,0.000,0.000,-0.264,0.000,0.000,nan
MSB-1,57,2025-05-30 09:00:00,14478989.100,0.445,0.467,0.266,418.020,419.180,420.900,243.000,242.500,244.320,0.281,0.107,0.112,0.061,-0.992,-0.994,-0.944,-0.984
MSB-1,57,2025-05-30 09:30:00,14479028.200,0.573,0.553,0.322,417.600,419.260,421.400,242.940,242.340,244.640,0.347,0.138,0.133,0.076,-0.992,-0.993,-0.965,-0.987
SSB-EG,2,2025-05-30 09:30:00,36663.492,nan,nan,nan,426.229,nan,432.500,nan,nan,nan,5.394,nan,nan,nan,-0.983,nan,0.985,nan
SSB-G,1,2025-05-30 09:30:00,9143.260,2.503,0.328,0.000,427.134,429.208,429.826,247.646,246.426,249.329,0.409,0.409,0.000,0.000,0.661,0.000,0.000,nan
SSB-5,1,2025-05-30 09:30:00,135.372,0.082,8.387,2.272,418.865,419.733,421.135,242.530,241.176,244.310,2.248,0.077,0.005,0.002,0.790,0.874,0.743,nan
SSB-E2,2,2025-05-30 09:30:00,7070.231,1.205,1.223,2.071,426.221,427.631,431.216,247.560,246.353,249.205,1.166,0.504,0.154,0.096,-0.877,-0.523,0.951,nan
SSB-2,1,2025-05-30 09:30:00,3684.509,0.766,1.958,1.811,426.934,425.456,431.770,247.275,245.639,249.518,1.025,0.164,0.454,0.406,-0.868,0.945,0.898,nan
SSB-2,1,2025-05-30 10:00:00,3685.396,0.767,1.962,1.724,427.259,425.335,431.446,247.347,245.703,249.568,1.004,0.165,0.455,0.384,-0.872,0.944,-0.892,nan
SSB-E2,2,2025-05-30 10:00:00,7070.461,1.255,1.158,2.081,425.604,429.906,431.001,247.694,246.529,249.342,0.467,0.221,0.136,0.494,-0.868,-0.488,0.952,nan
SSB-E2A,3,2025-05-30 10:00:00,33608.152,4.812,14.032,2.442,426.645,429.012,430.441,247.588,246.335,249.307,5.059,1.165,3.341,0.000,0.994,0.967,-0.931,nan
SSB-2A,4,2025-05-30 10:00:00,6287.351,29.817,67.587,34.008,425.794,429.051,431.968,247.385,245.475,249.592,0.600,7.274,16.319,0.130,-0.947,-0.995,-0.983,nan
SSB-3,5,2025-05-30 10:00:00,10872.412,2.005,0.142,2.252,426.327,428.116,431.543,247.434,245.879,249.750,0.669,0.301,0.027,0.340,-0.608,0.834,0.605,nan
SSB-5,1,2025-05-30 10:00:00,135.382,0.038,25.471,2.018,418.230,418.853,422.332,241.893,240.752,244.323,6.696,0.008,0.005,0.401,0.915,0.892,-0.770,nan
SSB-E5,2,2025-05-30 10:00:00,1953.783,2.771,3.185,3.784,417.504,419.104,422.574,242.182,241.651,243.725,1.488,0.585,1.439,0.666,0.875,0.856,-0.734,nan
DB-E6,3,2025-05-30 10:00:00,8740.166,14.261,5.001,9.451,417.470,419.134,422.117,241.806,241.536,243.446,6.559,3.322,1.048,2.189,-0.964,-0.886,-0.951,nan
SSB-G,1,2025-05-30 10:00:00,9143.438,1.074,0.318,0.000,427.268,429.232,430.862,247.793,246.591,249.437,0.224,0.224,0.000,0.000,0.842,0.000,0.000,nan
MSB-1,57,2025-05-30 10:00:00,14479068.900,0.601,0.492,0.296,417.040,419.180,420.560,242.420,242.320,244.300,0.334,0.145,0.118,0.071,0.994,-0.995,-0.979,-0.991
SSB-2-1,9,2025-05-30 10:00:00,342727.584,0.000,0.000,0.000,428.337,429.971,434.525,248.738,247.425,250.271,0.000,0.000,0.000,0.000,0.000,0.000,0.000,nan
